"","control","LPS","BaP","combination"
"100038358_at",0,-0.0988679045039177,-0.152205103614483,-0.0434987431751615
"100038453_at",0,-0.0333831651374491,-0.0101334012856487,0.41774862113576
"100038479_at",0,-0.00482402336330744,-0.0337238301820376,-0.0304537206478591
"100038566_at",0,0.169952394909373,-0.0855980650759194,0.0122232084096557
"100038709_at",0,-0.147752200448714,-0.365301166473293,-0.150206476333233
"100039691_at",0,-0.0150240676218615,-0.255313942036139,-0.0987229351129774
"100040201_at",0,-0.0425218338604623,-0.0838062320067749,-0.145907705039901
"100040268_at",0,0.0798050952037552,-0.275220166584611,-0.1424176719626
"100040608_at",0,-0.125106699836362,-0.121556085029884,-0.13250573917323
"100042069_at",0,-0.160215446885738,0.0716755362478569,-0.196875567610829
"100042918_at",0,0.474689983758362,-0.0305478082449783,0.0874644880459065
"100043757_at",0,-0.107625676110312,-0.305759708108582,0.012467336176978
"100043771_at",0,0.329360318087952,0.924093125150647,0.0221539295468527
"100043911_at",0,0.252258715097251,0.0677372848686391,0.345839982593032
"100044509_at",0,0.093186971219166,0.172462594454907,0.305130911059418
"100049549_at",0,0.133707820558258,0.0107852614014886,0.341850249479921
"100124660_at",0,0.80823072635848,-0.260877135984579,-0.184242656008786
"100125339_at",0,0.195670627001125,0.039566064718172,0.367801333054247
"100126434_at",0,0.40998150102713,-0.0778878441590878,0.0894841550882162
"100213_at",0,-0.550043801474255,0.192770461416136,-0.296975853485745
"100217446_at",0,0.334765033189988,-0.40317495064688,-0.00169333520636233
"100273_at",0,0.0152616949428276,-0.0160190957844723,0.0236172393740532
"100434_at",0,-0.0291510573425149,0.185802309334086,-0.1059430774469
"100503311_at",0,0.233049556120947,0.0270660087451929,0.115991340309778
"100504164_at",0,-0.104541966855064,0.21424071467303,-0.0496683901001568
"100855_at",0,0.238449493935456,0.0982956080498543,0.432369663102754
"100900_at",0,0.252982735207434,0.0147237520335795,0.316395998835001
"100986_at",0,-0.17407334077135,-0.234330886018097,-0.145090111755242
"101202_at",0,-0.0672634897298432,-0.493592894759058,-0.435180868642259
"101592_at",0,0.214490786247458,0.120619341569595,0.205802001299301
"101861_at",0,-0.200498411732275,0.0471806728790061,-0.0943149335402985
"102032_at",0,-0.324542161590888,-0.110092403865318,-0.265667169117797
"102216272_at",0,0.101554081876256,-0.162100921511213,-0.0811675455475201
"102462_at",0,-0.046331478311341,0.120268677615545,-0.140343392743111
"102566_at",0,-0.279000034023795,0.0993106026000144,-0.0427983163813665
"102631977_at",0,-0.315389967156948,-0.556478357808017,-0.770302396764268
"102632213_at",0,-0.059745894119624,0.220424826320017,0.236012968060224
"102632285_at",0,-0.0209914423901591,-0.039732469683248,0.107610286115435
"102632690_at",0,-0.0818883817188327,-0.0491029387647882,-0.0109931215577926
"102634736_at",0,-0.163469352420749,0.200918550905325,-0.623744015554534
"102636451_at",0,-0.179505722730159,-0.166438404682002,-0.0275006763410263
"102638882_at",0,0.0782265220904989,-0.432415833250645,-0.172923418722823
"102639495_at",0,1.14362762434106,0.247037609631851,0.343420161832321
"102640040_at",0,0.560266671468244,-0.0715167544657085,0.340519480536206
"102640399_at",0,0.397055101385166,-0.0355956350265416,-0.45322778441314
"102640495_at",0,0.198624003906039,0.0340775992315982,0.0471883858606204
"102640920_at",0,0.227221309480964,-0.0939704834418378,0.609283944363632
"102871_at",0,0.267780837227601,0.134302721516527,0.800840786951632
"103012_at",0,0.118896303250824,-0.380434589264615,-0.0739001678211285
"103655_at",0,-0.347334600332981,0.400253729416705,-0.223720298335659
"103742_at",0,-0.0905679019050535,0.0334431209222241,-0.122111820019062
"103836_at",0,0.0459917976851036,-0.188278960989206,-0.0412999539198582
"104307_at",0,0.377490864757343,-0.42816649315387,-0.0553828299236586
"104725_at",0,0.401029059040131,-0.0141634737766032,0.24484785988266
"104759_at",0,0.696357896293574,0.0806211310979661,1.535869944673
"104884_at",0,-0.109524030547948,-0.0800010155890836,-0.270162364751148
"105203_at",0,0.329576030899382,-0.173886893243986,0.0163766893009146
"105722_at",0,-0.0957237755043706,0.19314128645822,0.0253741185374884
"105833_at",0,-0.401691494099499,0.228392936850426,-0.341560303513552
"106021_at",0,-0.0730795301281664,-0.0693173099616928,-0.0272849362690166
"106522_at",0,-0.132971889931844,-0.0755958871050398,-0.24873698434676
"106572_at",0,0.0364981680298985,0.0691607022059395,0.17407776233814
"106947_at",0,-0.0553460164061689,0.283662339356398,-0.000779017320550741
"107035_at",0,0.0662236188283064,-0.0843129618575453,0.122187981726428
"107372_at",0,-0.143707957046324,-0.450015175035272,-0.241230103569436
"107435_at",0,0.805286136379802,0.151383764111014,0.768291083465767
"107587_at",0,-0.145924913771789,-0.255656856945309,-0.367559747019322
"108096_at",0,0.806307542655781,0.257767986663645,0.719202808142315
"108652_at",0,0.396353765074181,-0.0820832164598899,0.330899105866084
"108664_at",0,0.132131282283748,-0.2783033902771,0.0849670524786117
"108760_at",0,-0.532245868690558,-0.0505004960673937,-0.589720210239587
"109151_at",0,-0.00792896950520919,-0.157726736323358,-0.103742568710275
"109241_at",0,-0.143074056227331,0.0887830206359643,-0.166989134111752
"109801_at",0,-0.0913351020493818,-0.136444697337534,-0.340923394608725
"110119_at",0,0.144184689607883,-0.0740191007430079,0.0660535396511776
"110606_at",0,-0.0528506720151655,0.306022762922333,-0.150352806528459
"110648_at",0,0.239574101159545,-0.0175874895295552,0.102078808833942
"110835_at",0,0.101918028343421,-0.162653070893151,-0.0978189055879062
"111970_at",0,-0.0689828522582805,-0.0776514219014622,0.171171334042034
"113856_at",0,-0.145147871191912,-0.303136268689648,-0.1977796359972
"11487_at",0,0.296792888942777,0.0630326424643708,0.322637134610348
"11536_at",0,-0.700467668552359,0.238705298571822,-0.376010491220001
"11537_at",0,-2.09792999342317,-0.694618221894598,-3.21637386764753
"11572_at",0,0.196705608059093,-0.0537426247223022,0.205016709669382
"11610_at",0,0.348828971752074,0.622457191152835,0.601490793844387
"11622_at",0,-0.514498212752197,0.0139656135438191,-0.192084964400906
"11658_at",0,0.0707041469634433,0.186677541614706,0.156161285468388
"117066_at",0,0.420332600000849,-0.0163962858482625,0.145340768145421
"117109_at",0,-0.0270347576377257,-0.09578492553126,-0.170145030361826
"117160_at",0,-0.218992782647709,0.229479158587267,-0.0629932764314495
"11736_at",0,0.223013838037438,0.0984630128504245,0.468393145760877
"11758_at",0,-0.429344975163347,-0.195766930383367,-0.527630825929987
"11775_at",0,-0.130033155175392,-0.0276374166384721,-0.022066375138784
"11871_at",0,0.0381020572308324,-0.384223907309817,-0.118565899059397
"11909_at",0,-0.0136580470063949,-0.0432569874865498,-0.145434408786167
"12000_at",0,0.183562173886524,-0.0252154084828517,0.23808767307829
"12123_at",0,-0.00961095578255103,0.115571741763151,0.0096742488065031
"12153_at",0,0.28210819085095,0.0958397645979062,0.235182112599133
"12190_at",0,0.525529446682123,0.0900118784847555,0.636877983024384
"12223_at",0,0.0252710728529885,0.0207523934633233,0.164128446992949
"12260_at",0,1.5779833275295,0.494054668812263,2.32058824370209
"12289_at",0,-0.0094863108952296,0.0751540196162449,-0.0011467818183295
"12350_at",0,-1.43719559999745,-0.890723262066219,-2.98501442055965
"12353_at",0,0.248819179332434,0.293179944479714,0.214778963911254
"12367_at",0,0.310446553336201,-0.0991859347581781,0.303088600519387
"12386_at",0,0.0852379476245423,-0.0269342771136779,0.0297515396923053
"12399_at",0,0.560892418028704,0.125664995228581,1.03116589850566
"12452_at",0,-0.0423294888485981,-0.504120776507594,-0.242415604528936
"12562_at",0,-0.818670281014074,0.189661665051361,-0.456067776432021
"12565_at",0,-0.0785269279233416,-0.164549335074193,-0.289876478312254
"12684_at",0,-0.137716077490438,0.121059201750063,0.236972703985586
"12793_at",0,-0.0136856255371707,0.0185566875477628,-0.073884559481498
"12864_at",0,0.261660280413997,-0.393466996275619,-0.157773972887127
"12868_at",0,-0.451528262540711,-0.14892048065787,-0.278289595976881
"12896_at",0,-1.67464730888425,-1.50351644932992,-1.56161248514434
"12903_at",0,-0.492959826898204,-0.210899268163968,-0.451597188703129
"12908_at",0,-1.37829684810377,-0.930136622718303,-1.32045394343488
"12909_at",0,0.302855838705239,0.147220967741027,0.409940685745677
"12918_at",0,0.00722960874099843,0.0290052072035814,-0.0790021712552355
"12921_at",0,-0.255180689730045,-0.0936719199760602,-0.122344518307744
"12943_at",0,-0.239694529330306,-0.463563077072764,-0.234421813840862
"12944_at",0,0.0241680796007891,0.0827020803874629,0.0174062303179608
"12946_at",0,0.113504595289275,-0.0576393843884826,-0.134911029023807
"12972_at",0,-0.302871568446477,-0.239174250456657,-0.331021560551388
"12991_at",0,0.0474568775243605,-0.302510350449294,-0.163240017504341
"13025_at",0,0.456798122747535,-0.257837508341799,-0.0730358453362507
"13026_at",0,-0.192699192672977,0.0764290420134192,-0.0331324237761064
"13046_at",0,0.155762536000467,0.0548396517502729,0.0356100898929316
"13048_at",0,-0.0406384732799472,0.0808657651867516,-0.153911157563113
"13076_at",0,-2.38767678661774,0.340306232897717,-2.82012267986062
"13077_at",0,-0.15710576451008,-0.264218985094346,-0.167911098559062
"13078_at",0,-0.343512989935468,-0.346932180687996,-0.331442019080632
"13082_at",0,-0.0880450533135477,-0.130934118399089,-0.287468826699361
"13168_at",0,-0.763491557412758,-1.21349083020659,-0.50287791384244
"13178_at",0,1.30461771792341,0.223234146463659,1.21556796776703
"13194_at",0,-0.302805607724183,0.151997881189858,-0.23865711741633
"13198_at",0,0.280960341762331,-0.169884453849309,0.430315098910702
"13380_at",0,0.212169310461441,0.258480962035611,0.327123944627843
"13390_at",0,-0.0163885647167971,-0.131623136199604,-0.00700167932019069
"13392_at",0,-0.368110305007847,-0.346768387598439,-0.52559671394794
"13411_at",0,-0.130801517087642,0.141626712510741,-0.116083460986597
"13559_at",0,0.138644098155693,-0.0116854933799236,0.0493600837962633
"13648_at",0,-0.0649059724208378,-0.099133849498787,-0.039329351585548
"13796_at",0,0.0280224309712471,-0.0757155907483141,-0.167357678539945
"13845_at",0,-0.467376436481133,0.260935556350836,-0.25052866733488
"13861_at",0,0.0696462442044057,0.18157888134647,0.1109232939183
"13863_at",0,-0.135608123141891,-0.188374796584473,-0.223801747886683
"13929_at",0,0.0368851315005557,-0.0398593558647385,-0.0217357142243586
"13984_at",0,-0.0892746699742431,0.0524267302853795,0.0546311094575687
"14000_at",0,-0.163763744149283,0.119748429744356,-0.203111972937763
"14008_at",0,-0.218503992674977,0.0405620764507552,0.0262070317920206
"140484_at",0,-0.210494262056454,0.101943768399126,-0.0122578564603655
"140486_at",0,-0.119556055539509,0.192240538447446,0.0508691096450058
"140499_at",0,-0.169908337934638,-0.116565084192134,0.0744657055877127
"14051_at",0,0.0694687581242115,-0.484330431308075,-0.108706444974278
"140741_at",0,-0.0560905183640622,-0.0854206000198975,0.0718024727943742
"14172_at",0,-0.415902554491292,0.208923252085868,-0.129301167959266
"14261_at",0,-0.74673550110159,-0.127635142054614,-0.680799119389534
"142682_at",0,-0.548910160619037,0.168404791092963,-0.450909817320009
"14369_at",0,-0.437097667435008,0.188939858698418,-0.248588672582427
"14385_at",0,0.0636070427008052,0.139739096239591,-0.0714360139386582
"14397_at",0,0.0318994934927133,-0.00585657539273968,0.0678285810337991
"14412_at",0,-0.0162102023150217,0.0649703763950885,-0.0396122790245082
"14422_at",0,0.128456804531361,0.0727779452478538,0.18536794168429
"14457_at",0,-0.0318902450484736,0.0920337517225522,0.254299984674747
"14605_at",0,-0.565009215624967,0.0307751418535107,-0.55789431120057
"14625_at",0,-0.290138246619101,-0.138117836283354,-0.0566135397207576
"14626_at",0,0.120009206957698,0.0610125161010788,0.153021725306344
"14657_at",0,0.013696249390088,0.0029078085245384,0.0278021955625165
"14664_at",0,-0.517839868708695,0.163825123351344,-0.293234360906536
"14676_at",0,0.270729529001095,-0.0841691519073093,0.718581423362072
"14762_at",0,0.106056325276865,-0.304442162755413,0.68157690267898
"14764_at",0,-0.150464312466378,0.167822951290618,-0.242584574806843
"14793_at",0,0.931628699302821,1.04922334694315,1.09475174564938
"14829_at",0,0.214179513976695,0.0924852954020855,0.132331057551496
"14941_at",0,0.0566837904833562,0.070293659519863,0.104148353833263
"15185_at",0,0.0827032423792988,0.129274099288951,0.0380091872375406
"15203_at",0,-0.41287962028168,0.166747461917872,-0.304500741158564
"15254_at",0,0.277622010404032,-0.192911365056188,-0.0286039439062749
"15388_at",0,-0.0523290089333129,-0.0178190378237847,-0.104242344256296
"15415_at",0,0.0592171489123206,0.185027889174752,-0.0998263272308349
"15431_at",0,0.0500613449983327,0.107551459543545,-0.0956981913812346
"15446_at",0,-0.148997384160759,0.158325971783748,0.0416797198536789
"15450_at",0,0.141827051755718,-0.153131066374369,0.101597311241206
"15465_at",0,0.0065008838843869,-0.104989866831576,-0.0030203597269918
"15891_at",0,0.0746538457255695,0.131265680587638,0.122638946890212
"16186_at",0,0.359750232566422,0.23444268632693,0.795625707113925
"16367_at",0,-0.730131979224926,-0.104293355366053,-0.652594949653218
"16400_at",0,-0.222000908005524,0.761622220118736,0.06004538220883
"16414_at",0,0.681418255352712,0.056903254419688,1.07603501915949
"16424_at",0,-0.039550932132429,0.000216477381821338,-0.0112198132018269
"16468_at",0,0.0641106609220408,0.00028441107590904,-0.0653262310380596
"16478_at",0,-0.335212852701259,0.337308685533703,-0.267778996159161
"16627_at",0,0.0741110986704169,-0.0106516350337733,0.0965113465997787
"16661_at",0,-0.182199192785988,-0.138201966000797,-0.183902026624708
"16666_at",0,0.554240480144597,0.183021119706162,0.284365028955055
"16671_at",0,-0.00558353409979266,-0.0115545979915948,-0.239006100764278
"16703_at",0,0.256445022445646,-0.081882618958585,-0.0148172707747484
"16898_at",0,0.345952360157556,0.0564562652984895,0.197169072571091
"16905_at",0,-0.271366473123562,0.22542019775909,-0.220570049567885
"16985_at",0,0.0396580104135646,-0.147117630364377,0.173552171428787
"16988_at",0,0.98985346241237,-0.0311804711225388,1.62398770649419
"170643_at",0,-0.12491967282335,0.470463910222706,-0.143792408661677
"17071_at",0,0.00237585275662031,-0.258651698231173,-0.0969244756052517
"170722_at",0,0.249506646876894,0.190259462204165,0.173058908111359
"170728_at",0,-0.316177784109743,-0.510213258198158,-0.350807418361662
"170756_at",0,0.0805725886334957,-0.123408588089349,0.498542359422851
"170828_at",0,-0.0802550541800878,-0.0657542283633175,-0.106287949049074
"170935_at",0,-0.0586191135917308,-0.0461941910817893,-0.0692757970212036
"17105_at",0,0.27084430543253,0.0524455825372518,0.269816523731728
"17113_at",0,0.149891148541485,-0.0855548337782727,0.335377588756117
"171199_at",0,0.525707859150002,-0.0174848875504696,0.0689097703675132
"171224_at",0,-0.0438594563779578,-0.0581011519567941,-0.0115324231617186
"171248_at",0,0.0554174778226755,-0.0437397207650969,-0.0720740305682036
"171257_at",0,-0.0193099332376656,-0.30073226043024,-0.117953436339033
"171274_at",0,-0.0971222870248346,-0.124820287317634,0.320969112550679
"17159_at",0,0.11928575713087,0.11606767871156,0.537301805870613
"17181_at",0,-0.3712962075334,-0.448080889979787,-0.529489459092867
"17220_at",0,0.55286129506398,0.492395321064,0.618331594600152
"17250_at",0,-0.0561868852588201,-0.0792324928460554,0.0560341345963826
"17450_at",0,0.012734485068218,-0.162909392189871,-0.243880245620453
"17535_at",0,0.355490052118515,0.035020604350891,0.163655582129853
"17750_at",0,-0.564084247028779,-0.256167530893733,-1.00907369286296
"17760_at",0,-0.156999955189838,0.553758084532785,0.0129957726155373
"17773_at",0,0.0532695173909216,-0.0299362927260167,-0.0443699962889682
"17857_at",0,2.22766969429529,-0.293311956521261,2.86314587565124
"17858_at",0,1.47765603095101,-0.259853207643734,2.00116009437548
"17916_at",0,0.846855984409744,0.0482207233235393,1.44553821327402
"17955_at",0,0.00796363119394238,-0.114841837455684,-0.100707802428878
"17974_at",0,-0.0251428329338254,0.126902472680362,-0.367140303835837
"17986_at",0,-0.075837665662309,-0.0922797947909409,0.0278576397955008
"17996_at",0,-1.19873605539425,-3.92084530772983,-1.57789488053721
"18024_at",0,-0.0304796960586978,0.141750398230495,0.00282978952732559
"18029_at",0,-0.460678540753667,0.398692473026416,-0.197488443620399
"18159_at",0,-0.148672933875791,0.05594958992236,0.0252934565978254
"18168_at",0,0.103557238624645,0.0496097526257911,0.042969633339922
"18194_at",0,-0.248465636310261,0.253443924831617,-0.677148184367091
"18214_at",0,-0.347327846629162,0.277461158812368,-0.387492966759364
"18310_at",0,0.064940288265243,-0.166515264146279,-0.11334350619236
"18332_at",0,-0.00155708641929575,-0.112337338854177,-0.160681270654087
"18344_at",0,0.223121168159723,0.207781682719105,0.0871649482087323
"18390_at",0,0.0996809756092377,-0.0274388261999544,-0.275902299601362
"18413_at",0,0.748230375620993,-0.181151104802191,0.752337839081494
"18426_at",0,-0.366304159142473,-0.532550926590997,-0.41938435416983
"18475_at",0,0.115321563374423,0.0906085040365625,0.0922037752608464
"18476_at",0,0.275324896611427,0.320145138047324,0.188778052678652
"18506_at",0,0.198743026894251,0.155375663863602,0.0330940135701457
"18577_at",0,-0.428333330987693,-0.305819543015851,-0.40768599867824
"18585_at",0,-0.677693351806387,-0.0505806363302235,-0.411859838627499
"18636_at",0,0.429522316609763,0.162234418819571,0.723500985129078
"18669_at",0,0.0665301147478675,-0.461261762105511,0.202128050738949
"18671_at",0,-0.364884200604434,0.0300257610531732,-0.0483418893290863
"18716_at",0,-0.170905264137252,-0.162651066797622,-0.282086585614307
"18972_at",0,-0.17041305963278,0.422176263395042,-0.131055276937803
"19056_at",0,0.243543576532968,-0.144343803613462,-0.00599559208219323
"19064_at",0,0.0923972022088543,-0.00624088985474469,-0.148569347554494
"19206_at",0,-0.536930724150017,0.216738482709263,-0.444270313197554
"192173_at",0,-0.227536331556603,0.0115184948995526,-0.118159430054655
"192201_at",0,0.0711936983649284,-0.0760973008120905,0.173469352216128
"19258_at",0,-0.231840745275258,-0.396162269265916,-0.4045689137325
"19262_at",0,-0.0840682249686879,-0.117279272374662,-0.116998112094351
"192657_at",0,0.234290723201911,-0.214732693868663,0.22698295397443
"19337_at",0,0.0386516593049935,0.17693254922234,-0.00388600017863489
"19411_at",0,-0.439045907008532,0.00657782219009321,-0.325242161229359
"19726_at",0,0.355464769745252,0.0128076019034645,-0.0993034198191912
"19746_at",0,-0.00443170029826431,0.217184907489752,-0.076412572107844
"19782_at",0,0.242491559779188,-0.205347286114808,-0.057137573475881
"20104_at",0,0.388634272554894,0.182346034393125,-0.0673978495429517
"20195_at",0,0.362470591626529,0.433630864283456,0.196928822485565
"20196_at",0,-0.0777381356248663,0.100981198334843,-0.0342966966881911
"20204_at",0,-0.370769678569273,-0.266060177636261,-0.579591112127467
"20315_at",0,0.142962558961939,0.425124531933627,-0.0139725981822611
"20399_at",0,-0.0458461813786115,0.0182280252668886,0.0296591223965915
"20437_at",0,0.179230158169157,-0.134681001226828,0.087602283820001
"20446_at",0,-0.382169098446881,0.294737458770874,0.0737832468793888
"20469_at",0,-0.0749054791853951,0.251445843537468,0.132567163407942
"20494_at",0,0.234517503768053,-0.0808820414385645,0.102649274669885
"20500_at",0,0.216293788209551,0.227161741146934,0.122878125498557
"20524_at",0,-0.314618589661185,-0.0750325333281694,-0.301268277160765
"207596_at",0,-0.338258406827859,0.148529404782057,-0.33652626816465
"20776_at",0,0.0694380807219608,0.0518205965524849,-0.243380553325938
"207785_at",0,0.0953734001399435,0.120856739675227,-0.137111806451238
"207921_at",0,-0.261753613598516,-0.23782684392064,-0.200421894189157
"208079_at",0,-0.280507620907543,-0.256811913827395,-0.72429774529054
"208595_at",0,0.381117641355553,-0.129820837990155,0.125412344289917
"20862_at",0,1.13948359366922,0.184369796823861,0.862236778007464
"209039_at",0,-0.715860254745703,0.236971683610209,-0.58680453763087
"209131_at",0,0.192417624890593,0.278267776812702,0.348728730957663
"209225_at",0,0.185237621854145,0.22907974601467,0.363239708050152
"20928_at",0,-1.16835008859973,-0.308181049092967,-1.20192593170216
"20937_at",0,0.249450922624578,0.303817417286115,0.310456976597631
"209446_at",0,-0.0889951825610252,0.223510021302783,0.160871483723246
"20945_at",0,0.0122669276837244,-0.162520134059099,0.0258543206517437
"209513_at",0,0.211716422410018,0.0671321883663018,0.0268115960839572
"209540_at",0,0.0498189951791569,0.0717432675412219,-0.0891112935834473
"209692_at",0,-0.26195892975888,-0.318861617079677,-0.244570446903658
"210029_at",0,0.419933103511027,-0.1542059557161,0.667020563706066
"210622_at",0,-0.520377905917994,0.035359951671555,-0.283552835336457
"210673_at",0,0.0123904187398336,-0.043597500501053,-0.00731894711571335
"210719_at",0,-0.239028706091564,-0.212832720935394,-0.0990040915689433
"210762_at",0,0.442187572822807,0.299424832700933,0.296227018341215
"210808_at",0,1.13579582080719,0.171977690783323,1.7204280589782
"210998_at",0,0.0708364155517313,0.0498156561853897,0.112697967105408
"211389_at",0,-0.709793414251878,-0.103640260984771,-0.487039861557187
"211936_at",0,-0.0245821222068494,0.0370709262217287,-0.0611035405615018
"211961_at",0,-0.4121910157269,-0.487763678957315,-0.545540971222113
"212153_at",0,-0.0717107106247416,-0.136543624212722,-0.00626763941670089
"21357_at",0,-0.355234133375392,-0.212329734910886,-0.64751376959068
"21367_at",0,0.335057721523329,0.151681884758145,-0.0667298270344591
"21405_at",0,0.597442913933943,0.315101053839308,0.37535268304242
"21416_at",0,-0.135237241337054,0.0905997645512848,0.0249771971102273
"21418_at",0,-0.117874190169665,-0.492897217031996,-0.536736861245164
"214240_at",0,-0.241318151270469,0.293251292245851,-0.0588197958017783
"214403_at",0,-0.449117053499902,-0.228953499763839,-0.32661527799656
"215001_at",0,0.110288909152688,-0.195517972927645,-0.0389649771766624
"215095_at",0,0.0146380798392058,-0.124875896272817,0.043103373903613
"215114_at",0,-0.306595561323448,0.193379374429518,-0.135512179108338
"215714_at",0,-0.298940353947526,-0.421124221036915,0.0341467994359373
"215728_at",0,-0.0900257820940375,-0.138200412755488,-0.148500123176858
"215854_at",0,0.14547136041504,-0.0781891746825091,-0.154241521300552
"215895_at",0,-0.0195649093018307,-0.260765390963972,-0.237768085433072
"216136_at",0,0.158928635553091,0.0601125314723032,0.0557788584778452
"216198_at",0,-0.252203287256911,-0.0588471327985976,-0.224687197763548
"216616_at",0,-0.401747043213441,0.0446726378715524,-0.552491707643317
"216797_at",0,0.00344303815544221,-0.179021101420091,-0.161466941658669
"216831_at",0,-0.239675155906504,0.365140809451212,-0.150474816506151
"217082_at",0,-0.0592824950598487,0.207766522063905,-0.0410182114928407
"217216_at",0,0.277021516414811,0.438730545104277,0.345438541537874
"217232_at",0,0.263477526345217,-0.0302506962139121,0.14164415460285
"217310_at",0,-0.278052581022484,0.18950934796307,-0.272819488941394
"217325_at",0,-0.174400940206802,0.329655838131179,0.00155105480146083
"217351_at",0,-0.0663319853991376,-0.00843728628806415,-0.0972748790737802
